Cód. Artículo;Descripción;Desc. Adicional;Sinónimo;Código de Barras;Precio;Lista de precios;Fecha de última modificación;Art. carpeta nivel 1
29661;APLIQUE PLAFON 2XGZ10;;1748/B2B;;33.965,0000;LISTA 1;12/1/2024;MARKAS
29662;APLIQUE PLAFON 2XGZ10;;1748/B2N;;33.965,0000;LISTA 1;12/1/2024;MARKAS
29841;APLIQUE 1XGU10 NEGRO;;1748/R1N;;15.687,0000;LISTA 1;12/1/2024;MARKAS
29842;APLIQUE PLAFON 2XGU-10 ;;U1022;;35.885,0000;LISTA 1;12/1/2024;MARKAS
30265;APLIQUE BOCHA 2XGU10 ;;1870/2B;;33.024,0000;LISTA 1;12/1/2024;MARKAS
30266;APLIQUE BOCHA 2XGU10 ;;1870/2N;;33.024,0000;LISTA 1;12/1/2024;MARKAS
30267;APLIQUE 2XGU10 BARRAL 30CM;PLATIL;U1042;;41.065,0000;LISTA 1;12/1/2024;MARKAS
30268;APLIQUE 1XGU10 BASE 11CM NGO ;CON DETALLES CROMO;U1031;;17.257,0000;LISTA 1;12/1/2024;MARKAS
30269;APLIQUE 1XGU10 BASE 11CM BCO ;CON DETALLES CROMO;U1021;;17.257,0000;LISTA 1;12/1/2024;MARKAS
30650;APLIQUE 1XG9 BASE 10X10CM;CROMO;;;10.926,0000;LISTA 1;25/4/2023;MARKAS
30651;APLIQUE LED 12W LUZ CALIDA;BLANCO;L0212B;;56.777,0000;LISTA 1;14/12/2023;MARKAS
30652;APLIQUE LED 12W LUZ CALIDA;NEGRO;L0212N;;56.777,0000;LISTA 1;14/12/2023;MARKAS
30653;APLIQUE PLAFON 4XGU10 BARRAL;65CM BLANCO;1755/B4B;;60.807,0000;LISTA 1;12/1/2024;MARKAS
30654;APLIQUE PLAFON 4XGU10 BARRAL;65CM NEGRO;1755/B4N;;60.807,0000;LISTA 1;12/1/2024;MARKAS
30865;COLGANTE RETRO VIDRIO AMBAR;COLGANTE RETRO 20CM;M47-1BD;;53.167,0000;LISTA 1;14/12/2023;MARKAS
30866;COLGANTE COLONIAL 1XE/27 NEGRO;COLGANTE COLONIAL;1866/C1N;;29.793,0000;LISTA 1;12/1/2024;MARKAS
30867;COLGANTE COLONIAL 1XE/27 BLANC;COLGANTE COLONIAL BC;1866/C1B;;29.793,0000;LISTA 1;12/1/2024;MARKAS
31278;APLIQUE  4 LUCES BARRAL 70CM;BLANCO;U1024;;68.964,0000;LISTA 1;12/1/2024;MARKAS
31406;APLIQUE 3XGU10 BASE 20.5CM BL;CON DETALLES CROMO;U1023;;42.873,0000;LISTA 1;12/1/2024;MARKAS
31407;APLIQUE 3XGU10 BASE 20.5CM NG;CON DETALLES CROMO;U1033;;42.873,0000;LISTA 1;12/1/2024;MARKAS
31429;APLIQUE  4 LUCES BARRAL 70CM;CROMO VIDRIO SATINAD;U1074;;93.937,0000;LISTA 1;12/1/2024;MARKAS
31430;APLIQUE  1XGU10 C/FLEX.E INTER;CROMO VIDRIO SATINAD;U1081;;41.676,0000;LISTA 1;12/1/2024;MARKAS
31431;LAMP.ESCRITORIO CABEZAL BOCHA;BLANCO;V70-B;;30.009,0000;LISTA 1;12/1/2024;MARKAS
31432;LAMP.ESCRITORIO CABEZAL BOCHA;NEGRO;V70-N;;30.009,0000;LISTA 1;12/1/2024;MARKAS
31433;LAMP.ESCRITORIO CABEZAL CONICO;BLANCO;V81-B;;22.180,0000;LISTA 1;14/12/2023;MARKAS
31434;LAMP.ESCRITORIO CABEZAL CONICO;NEGRO;V81-N;;22.180,0000;LISTA 1;14/12/2023;MARKAS
31435;LAMP.ESCRITORIO CABEZAL CONICO;PLATIL;V81-P;;25.652,0000;LISTA 1;14/12/2023;MARKAS
31459;APLIQUE PLAFON 3XGZ10;;1748/A3N;;39.386,0000;LISTA 1;12/1/2024;MARKAS
31460;APLIQUE PLAFON 3XGZ10;;1748/A3B;;39.386,0000;LISTA 1;12/1/2024;MARKAS
31461;COGANTE E27 NEGRO;C/GRIFA DE MADERA;1879/C1NM;;38.683,0000;LISTA 1;12/1/2024;MARKAS
31511;APLIQUE PLAFON 5XGU10 BARRAL;100CM NEGRO;1755/P5N;;71.688,0000;LISTA 1;12/1/2024;MARKAS
31602;COLGANTE LED 36W LUZ CALIDA;DIAM.50CM BCO.;L5136;;222.752,0000;LISTA 1;14/12/2023;MARKAS
31695;APLIQUE PLAFON 1XGZ10 BASE RED;BLANCO;1748/R1B;;15.687,0000;LISTA 1;12/1/2024;MARKAS
31777;APLIQUE PLAFON 4XGU10 65CM;NEGRO/MADERA;8001/B4N;;39.336,0000;LISTA 1;21/12/2023;MARKAS
31778;APLIQUE PLAFON 4XGU10 65CM;BLANCO/MADERA;8001/B4B;;39.336,0000;LISTA 1;22/12/2023;MARKAS
31779;PLAFON 4XGU10 20X20;NEGRO/MADERA;8001/A4N;;38.588,0000;LISTA 1;22/12/2023;MARKAS
31780;PLAFON 4XGU10 20X20;BLANCO/MADERA;8001/A4B;;38.588,0000;LISTA 1;22/12/2023;MARKAS
18821;CABLE MALLADO MPOL 3X1.5MM2 ;;EC 0315;;5.611,0000;LISTA 1;31/1/2024;MARLEW
24816;CABLE BLINDADO MULTIPAR AR7402;;AR 7402;;2.989,0000;LISTA 1;31/1/2024;MARLEW
26975;CABLE MALLADO MPOL 12X0.50MM2 ;;EC 1205;;10.207,0000;LISTA 1;31/1/2024;MARLEW
27916;CABLE MALLADO MPOL 4X0.75MM2 ;;EC 0407;;4.584,0000;LISTA 1;31/1/2024;MARLEW
28915;CABLE SUB. FLEXIBLE 7X1.50MM;;OF 0715;;5.901,0000;LISTA 1;31/1/2024;MARLEW
28956;CABLE MALLADO T/T. 12X1.00MM2;;;;14.904,0000;LISTA 1;31/1/2024;MARLEW
30573;MULTIPOLAR BLINDADO 12X0.75MM;;EC 1207;;12.471,0000;LISTA 1;31/1/2024;MARLEW
30901;CABLE SUB. FLEXIBLE 7X2.50MM;;OF 0725;;8.377,0000;LISTA 1;31/1/2024;MARLEW
31292;CABLE MALLADO M.POL 2X0.75MM2 ;;EC 0207;;3.078,0000;LISTA 1;31/1/2024;MARLEW
11844;MUERTO DE CEMENTO;;;;10.018,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
12120;TILLA MN 5/8 X330 OJAL ABIERTO;;;;5.622,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
12610;GANCHOS DE SUSPENSION MN89;;;MN 89;2.598,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
15145;SOPORTE APR P/SECC  DE BAJA;;;APR SOPORTE;20.081,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
25904;BLOQUETE MN 178B;;;MN 178B;825,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
25905;NC3 CHAPA ABRAZADERA;;;NC3;1.014,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
25906;PKS 20  MORSA;;;PKS20;5.109,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
26652;MN 221;;;MN 221.;3.346,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2974-;TIRAFONDO MN 520;;2974;MN 520;981,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2975-;TENSOR 5/8 MN 550;;2975;MN 550;20.448,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2976-;ARANDELA PLANA MN 30;;2976;MN 30;234,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2981-;BRAZO RECTO MN 41;;2981;MN 41;5.109,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2983-;BULON 1/2X127 MN 49;;2983;MN 49;948,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2985-;BULON 1/2X203 MN 51;;2985;MN 51;1.025,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2987-;BULON 5/8X203 MN 53;;2987;MN 53;2.353,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2988-;BULON 5/8X254 MN 54;;2988;MN 54;2.598,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
2989-;BULON 5/8X300 MN 55;;2989;MN 55;2.900,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
30028-;GANCHO RIENDA MN 205;;3028;MN 205;1.672,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3012-;PERNO SOPORTE MN 416B;;3012;MN 416B;7.876,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3016-;OJAL C/ROSCA MN 377;;3016;MN 377;3.959,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3017-;OJAL S/ROSCA MN 380;;3017;MN 380;3.625,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3019-;CHAPA CUADRADA MN 83;;3019;MN 83;869,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3020-;CHAPA CUADRADA MN 84;;3020;MN 84;323,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3022-;MENSULA MN 116;3022;;;29.151,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3023-;GRAMPA RIENDA MN 190;;3023;MN 190;7.306,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3024-;GRAMPA RIENDAS MN 191;;3024;MN 191;5.722,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3025-;GRAMPAS NEUTRO MN 194;;3025;MN 194;1.327,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3026-;GRAMPA P/CABLE MN 200;;3026;MN 200;2.465,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3027-;GANCHO MN 173;;3027;MN 173;5.521,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3029-;GANCHO DE ANCLAJE MN 210;;3029;MN 210;25.569,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3030-;GANCHO DE ANCLAJE MN 211;;3030;MN 211;23.516,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3031-;GUARDACABO MN 215;;;MN 215;690,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3039-;TILLA RECTA MN 513;;3039;MN 513;5.298,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3040-;TILLA C/OJAL MN 514;;3040;MN 514;5.622,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3041-;TILLA C/OJAL MN 515;;3041;MN 515;4.383,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
3042-;TILLA C/OJAL MN 517;;3042;MN 517;5.934,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
9786;ALAMBRE P/RIENDA MN 100 7MM;;;MN 100;936,0000;LISTA 1;31/1/2024;MATERIAL NORMALIZADO
25456;APLIQUE CUADRADO 4 CARAS CHAPA;;;115GEENT;429,0000;LISTA 1;25/4/2023;MAYO TRANSFORMADORES
26483;TRANSFORMADOR TRIFASICO;;;RT4013;104.431,0000;LISTA 1;25/4/2023;MAYO TRANSFORMADORES
27637;TRANSFORM. RM513 MONO RURAL ;5KVA 13.2/0231;;164020001;47.582,0000;LISTA 1;25/4/2023;MAYO TRANSFORMADORES
27638;TRANFORMADOR RM1013 MONO RURAL;10 KVA 13.2/0231;;164020002;57.129,0000;LISTA 1;25/4/2023;MAYO TRANSFORMADORES
30525;TRANSFORM TRIF. DISTRIB.250KVA;T.3.2/0400-0.231KV;;85.04.21.00;10.687.687,0000;LISTA 1;31/1/2024;MAYO TRANSFORMADORES
28764;TERMOMETRO IR TERMOGRAFICO;;;FLTG267;830.025,0000;LISTA 1;31/1/2024;MEDITECNA
29653;CAMARA TERMICA FLIR ONE ;;;FL435-0015-03;602.437,0000;LISTA 1;31/1/2024;MEDITECNA
30072;PIMZA AMPEROMETRICA TRUERMS ;;;CM44;196.929,0000;LISTA 1;31/1/2024;MEDITECNA
14363;CAJA DERIV. IP56 80X80X60;;WT04403;;1.125,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
14364;CAJA DERIV. IP56 100X100X60;;WT04404;;1.451,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15619;CURVA 90° 20MM IP65;;WT06620;;334,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15620;UNION C. RIG-C. RIG IP65 20MM;;WT06720;;219,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15621;CONECTOR CAJA-C.RIG 20MM IP65;;WT06520;;265,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15622;CONECTOR CAJA-C. RIG 25MM IP65;;WT06525;;298,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15934;CAÑO RIGIDO 20MM GRIS;;WT05020;;426,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15935;CAÑO RIGIDO 25MM GRIS;;WT05025;;614,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
15936;CAÑO RIGIDO 40MM GRIS;;WT05040;;1.310,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16192;CAJA DERIV. IP56 150X110X70;;WT04406;;2.298,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16193;CAJA DERIV. IP56 190X140X70;;WT04407;;3.095,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16194;CAJA DERIV. IP56 240X190X100;;WT04408;;5.861,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16343;CAÑO FLEXIBLE 20MM;;WT03020;;2.999,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16344;CAÑO FLEXIBLE 25MM;;WT03025;;3.406,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16345;CAÑO FLEXIBLE 40MM;;WT03040;;5.529,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16509;CURVA 90° 25MM IP65;;WT06625;;412,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
16734;UNION C. RIG-C. RIG IP65 25MM;;WT06725;;240,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
18540;GRAMPA FIJACION A PRESION 25MM;;WT06225;;73,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
18541;GRAMPA FIJACION A PRESION 20MM;;WT06220;;67,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19274;CURVA 90º 40MM IP40;;WT06440;;1.622,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19291;CURVA 90º 20MM IP40;;WT06420;;218,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19293;UNION RECTA CAñO RIGIDO 20MM ;;WT06320;;107,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19294;UNION RECTA CAñO RIGIDO 25MM;;WT06325;;138,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19295;CONECTOR 20MM CAñO RIGIDO;;WT06120;;202,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19296;CONECTOR 25MM CAñO RIGIDO;;WT06125;;242,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19297;CONECTOR CAÑO RIGIDO20MM/CAJA ;;WT06020;;91,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
19298;CONECTOR CAÑO RIGIDO25MM/CAJA ;;WT06025;;139,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
20301;CAJA DERIV. IP56  300X220X120;;WT04409;;8.158,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22107;CAJA DERIV. IP44 DIAMETR 80X40;;WT04402;;717,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22904;GRAMPA FIJACION A PRESION 40MM;;WT06240;;176,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22905;RESORTE PARA CAñO DE 20MM;;WT05720;;24.344,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22906;RESORTE PARA CAñO DE 25MM;;WT05725;;32.818,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22917;CAJA DERIV. IP56 100X100X100;;WT04404H100;;1.665,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
22918;CAJA DERIV. IP56 150X150X70;;WT04505H70;;3.091,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
23295;CAJA P/BASTIDOR DE PARED 10X5;;WT06000;;908,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
23304;CAJA DERIV. IP56 150X150X100;;WT04505H100;;3.251,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
23840;UNION RECTA CAñO RIGIDO 40MM ;;WT06340;;495,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
23841;CURVA 90ª 25MM IP 40;;WT06425;;324,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
24887;CAÑO RIGIDO 16MM GRIS;;WT05016;;364,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
25581;CONECTOR CAÑO RIGIDO 40MM/CAJA;;WT06040;;238,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
29092;GRAMPA FIJACION A PRESION 22MM;;WT06222;;69,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
29253;CAÑO RIGIDO 22MM GRIS;;WT05022;;543,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
30655;CONECTOR A CAÑO FLEXIBLE 20MM;WT03320;WT03320;;1.795,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
30656;CONECTOR A CAÑO FLEXIBLE 25MM;WT03325;WT03325;;2.257,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
30936;RESORTE PARA CAñO DE 22MM;;WT05722;;27.448,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
31196;BASE Y TAPA C/2 BOCA P/TAPA ;;WT0802;;6.124,0000;LISTA 1;19/12/2023;MELTEC-GEWISS
31053;CABLE PREENSAMBLADO 2X4MM;PREENS. 2X4MM;;;446,0000;LISTA 1;25/4/2023;MERCOLUZ
31055;CABLE PREENSAMBLADO 2X6MM;PREENS. 2X6MM;;;756,0000;LISTA 1;25/4/2023;MERCOLUZ
4801-;ABRAZADERA OLMAR Nº 16;;4801;GOL16;746,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4802-;ABRAZADERA OLMAR Nº 19;;4802;GOL19;769,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4803-;ABRAZADERA OLMAR Nº 23;;4803;GOL23;835,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4804-;ABRAZADERA OLMAR Nº 26;;;GOL26;847,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4805-;ABRAZADERA OLMAR Nº 32;;;GOL32;702,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4806-;ABRAZADERA OLMAR Nº 40;;;GOL40;736,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4807-;ABRAZADERA OLMAR Nº 52;;;GOL52;869,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4808-;ABRAZADERA OLMAR Nº 65;;;GOL65;1.394,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
4809-;RIEL P/ABRAZ. 28x44x1220MM;OLMAR;;ROL1220;8.757,0000;LISTA 1;31/1/2024;"METALURGICA ""SANTA FE"""
220003722;CILINDRO 63X160;;23979;;11.949,0000;LISTA 1;25/4/2023;MICRO
24014;CONECT 90 ORIENT G1/4 TUBO D.8;CONECT 90 ORIENT G1/;0441990813;;753,0000;LISTA 1;25/4/2023;MICRO
24016;CONECT 90 ORIENT G1/4 D.6; CONECT 90 ORIENT G1;0441990613;;806,0000;LISTA 1;25/4/2023;MICRO
24606;TUBO PU POLIESTER 8X5.5 AZUL;TUBO PU POLIESTER 8X;0000012530;;433,0000;LISTA 1;25/4/2023;MICRO
24608;TUBO PU POLIESTER 12X8 AZUL;;0000012532;;3.971,0000;LISTA 1;31/1/2024;MICRO
24609;TUBO PU POLIESTER 10X7 AZUL;;;;2.777,0000;LISTA 1;31/1/2024;MICRO
24611;TUBO PU POLIESTER 6X4 AZUL;;;;1.204,0000;LISTA 1;31/1/2024;MICRO
24658;BOBINA 22 220V 50HZ- 240V 60HZ;;200000101;;1.287,0000;LISTA 1;25/4/2023;MICRO
24697;CONECT 90 ORIENT G3/8 TUBO D.8;;441990817;;181,0000;LISTA 1;25/4/2023;MICRO
24698;SILENCIADOR PLAST SPL 1/4;;400001622;;2.275,0000;LISTA 1;31/1/2024;MICRO
24716;PASACHAPA D.4 M12;;451160400;;175,0000;LISTA 1;25/4/2023;MICRO
24799;CIL CN10 D.100 DE-DA ;CARR 300 VAST ESP;;36038;444.386,0000;LISTA 1;31/1/2024;MICRO
24825;VALVULA CH1 GC 5/2 1/4 ME RR ;220V 50/60HZ GM;0259002522201;;29.151,0000;LISTA 1;25/4/2023;MICRO
24854;VALVULA  CH1 5/2 1/4 PALANCA ;BIESTABLE GM;259000122;;251.439,0000;LISTA 1;31/1/2024;MICRO
24855;FR+L QBM4 1/2 10BAR 40M;;;103003564;13.076,0000;LISTA 1;25/4/2023;MICRO
24951;"CONECTOR ""T"" IGUAL D.8";;451040800;;199,0000;LISTA 1;25/4/2023;MICRO
24952;FR+L QBM1 1/4 10BAR 40M;;103003532;;8.004,0000;LISTA 1;25/4/2023;MICRO
24953;VALVULA VS1 GC 5/3 2 ME CC  ;S/BASE 220V 50/60HZ;250003022201;;13.891,0000;LISTA 1;25/4/2023;MICRO
24954;BASE ISO-T1 SALIDA LATERAL 1/4;;200000601;;1.621,0000;LISTA 1;25/4/2023;MICRO
24955;KIT PERNO MONT BASC CN10 D.63;;10000007;;569,0000;LISTA 1;25/4/2023;MICRO
24956;KIT BASCULANTE TRAS MACHO ;CN10 D.63;30000005;;2.732,0000;LISTA 1;25/4/2023;MICRO
24957;KIT BIELA C/ROT CN10 D.50-63;;9000012;;1.907,0000;LISTA 1;25/4/2023;MICRO
24958;CIL CN 10 D.63 DE DA I CARR ;150MM;50260150;;11.808,0000;LISTA 1;25/4/2023;MICRO
24999;CILINDRO CN 10D50 DEDA;;49260200;;252.666,0000;LISTA 1;31/1/2024;MICRO
25000;KIT REP. GUARN CN10 D.50;;49000101;;4.298,0000;LISTA 1;25/4/2023;MICRO
25048;CIL CN10 D.80DE-DA CARR 1100MM;;;51061100;25.137,0000;LISTA 1;25/4/2023;MICRO
25146;KIT REP GUARN CN10 D.100;;;52000101;5.368,0000;LISTA 1;25/4/2023;MICRO
25176;SILENCIADOR PLASTICO SPL 1/2;;;400001644;3.792,0000;LISTA 1;31/1/2024;MICRO
25177;SILENCIADOR 1/4 SINTERIZADO;;;400001322;1.090,0000;LISTA 1;25/4/2023;MICRO
25178;BOBINA 22GC- 24 V 50HZ/60HZ ;;;200001203;814,0000;LISTA 1;25/4/2023;MICRO
25179;BOBINA 22GC- 240VCC D.9MM;;;200001212;19.333,0000;LISTA 1;31/1/2024;MICRO
25180;CONECTOR ELEC. 22 LED ROJO ;;;200001215;2.096,0000;LISTA 1;25/4/2023;MICRO
25181;KIT VASO FILTRO QBS4;;;101000010;1.909,0000;LISTA 1;25/4/2023;MICRO
25195;BOBINA 22GC- 220 V 50HZ/60HZ ;;;200001201;23.126,0000;LISTA 1;31/1/2024;MICRO
25208;REG ESC C/SIL SINT BRONCE 1/2;;;400001244;1.803,0000;LISTA 1;25/4/2023;MICRO
25209;SILENCIADOR 1/2 SINTERIZADO;;;400001344;1.623,0000;LISTA 1;25/4/2023;MICRO
25333;PEDAL SB1 3P C/LLAMADOR;;;19901.;228.446,0000;LISTA 1;31/1/2024;MICRO
25386;KIT REP. GUARN CN10 D.40;;;48000101;4.032,0000;LISTA 1;25/4/2023;MICRO
25406;KIT REP SP10 D.63;;;10000101;52.054,0000;LISTA 1;31/1/2024;MICRO
25554;KIT REP GUARN AMORT CN10 D.50;;;49000102;1.668,0000;LISTA 1;25/4/2023;MICRO
25555;KIT REP GUARN CN10 D.80;;;51000101;4.636,0000;LISTA 1;25/4/2023;MICRO
25556;KIT REP GUARN AMORT CN10 D.80;;;51000102;1.743,0000;LISTA 1;25/4/2023;MICRO
25574;KIT VAST ACERO CR CN10 D.50 ;DE-DA CARR 200M;;949060200;2.526,0000;LISTA 1;25/4/2023;MICRO
25638;KIT BASC. INTERM. P/TUBO PERF.;;;48000009;11.726,0000;LISTA 1;25/4/2023;MICRO
25639;CIL CN10 D.40 DE-DA-I CARR ;;48260320;;10.345,0000;LISTA 1;25/4/2023;MICRO
25640;CONECTOR RECTO INST G1/8 D.6;;;441010610;136,0000;LISTA 1;25/4/2023;MICRO
25641;SILENCIADOR PLASTICO SPL 1/8;;;400001611;2.029,0000;LISTA 1;31/1/2024;MICRO
25642;VALV VM15 5/2 1/8ME ;;;256002511901;5.141,0000;LISTA 1;25/4/2023;MICRO
25643;KIT BOQUILLA CN10 D.40;;;8000010;1.022,0000;LISTA 1;25/4/2023;MICRO
25644;KIT BASCULANTE FRONTAL ;;;28000008;6.750,0000;LISTA 1;25/4/2023;MICRO
25645;KIT SOPORTE BAS. INTERM.;;;28000014;5.515,0000;LISTA 1;25/4/2023;MICRO
25646;INTERRUPTOR MAG DMR C/CABLE250;;;;11.989,0000;LISTA 1;25/4/2023;MICRO
25647;KIT SOPORTE INTERRUPTOR ;;;47000017;438,0000;LISTA 1;25/4/2023;MICRO
25696;MANGUERA POLIESTER 4X2.5 AZUL;;;12528.;42,0000;LISTA 1;12/10/2022;MICRO
25784;CILINDRO LEVANTA CABEZA;;;52060250;20.256,0000;LISTA 1;25/4/2023;MICRO
25785;HORQUILLA Y PERNO BASCULANTE;;;33000010;9.511,0000;LISTA 1;25/4/2023;MICRO
25786;HORQUILLA P/ VASTAGO CIL 100MM;;;11000010;40.563,0000;LISTA 1;31/1/2024;MICRO
25787;CIL. NEUMATICO S/IMAN;;;34061000;88.958,0000;LISTA 1;25/4/2023;MICRO
25788;CILINDRO NEUMATICO;;;49060250;224.061,0000;LISTA 1;31/1/2024;MICRO
25850;FR+L QBM4 1/2 10 BAR;;;103003464;204.694,0000;LISTA 1;31/1/2024;MICRO
25851;FR+L QBM1 1/4 10 BAR 5 M;;;103003432;124.447,0000;LISTA 1;31/1/2024;MICRO
25900;VALV SB1 5/2 1/4 PEDAL;;;220003522;209.202,0000;LISTA 1;31/1/2024;MICRO
25914;CONECTOR RECTO INST.G1/4 D.6;;0441010613;;501,0000;LISTA 1;25/4/2023;MICRO
25915;CONECTOR RECTO INST.G1/4 D.8;CONECTOR RECTO INST.;0441010813;;573,0000;LISTA 1;25/4/2023;MICRO
25916;CONECTOR RECTO INST.G1/4 D.10;CONECTOR RECTO INST.;0441011013;;698,0000;LISTA 1;25/4/2023;MICRO
25917;CONECTOR RECTO INST.G1/4 D.12;CONECTOR RECTO INST.;0441011213;;987,0000;LISTA 1;25/4/2023;MICRO
25918;CONECTOR Y 3 BOCAS HD.8-10UV;;;4514008000010;1.069,0000;LISTA 1;25/4/2023;MICRO
25923;MANGUERA PU AZUL 16X12;;;900004800;11.691,0000;LISTA 1;31/1/2024;MICRO
25990;BLOQUEO DE REGULADOR P/CANDADO;;;12000047;795,0000;LISTA 1;25/4/2023;MICRO
25991;KIT BASE MANIFOLD 2BLE P/CABL;;;200001327;1.422,0000;LISTA 1;25/4/2023;MICRO
25992;KIT TERMINAL BASE MANIF 2BLE ;;;200001328;1.463,0000;LISTA 1;25/4/2023;MICRO
25993;PLACA DE CIERRE MANIFORD VM18;;;200001133;743,0000;LISTA 1;25/4/2023;MICRO
25996;CONECTOR 90º ORIENT. G1/8 D.8;;;441990810;4.863,0000;LISTA 1;31/1/2024;MICRO
26005;FR+L QBM1 1/4  2.5BAR 40M;;;103003332;5.779,0000;LISTA 1;25/4/2023;MICRO
26013;VALV VM15 5/2 1/8 ME ;;;256002511913;5.141,0000;LISTA 1;25/4/2023;MICRO
